charity_id,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
7046,96,921554,The Next Door,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13973,Nashville,nan,106362,1.67,Chief Clinical Officer,-827729,90.95,331580,6224481,Human Services : Social Services ,-21036,93,0,5086718,TN,4227263
7047,97,675384,New York Theatre Workshop,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8343,New York,nan,143501,2.18,Managing Director,436622,93.6,589412,8712174,"Arts, Culture, Humanities : Performing Arts ",25957,95,0,5301102,NY,2758355
7048,100,297881,New York-New Jersey Trail Conference,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7654,Mahwah,nan,121400,3.88,Executive Director,-545991,99.62,202270,11116723,"Environment : Botanical Gardens, Parks, and Nature Centers ",-4715,99.73,0,2625168,NJ,2033675
7049,96,2171177,Newark Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4234,Newark,nan,266729,1.52,Chief Executive Officer,-4673141,85.18,2752828,65905285,"Arts, Culture, Humanities : Museums ",2758272,89.14,0,12561196,NJ,9671682
7050,85,193807,Newhouse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17212,Kansas City,nan,84000,4.05,President & CEO,515914,86.37,385934,1892880,Human Services : Social Services ,94365,85.66,0,1491639,MO,2492929
7051,92,658888,New York Women's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9146,New York,nan,297452,2.69,"President, CEO",9701194,90.04,1884711,23254488,"Human and Civil Rights : Advocacy and Education , ",1649382,90.96,0,8501263,NY,19096674
7052,85,2660712,The Newberry Library,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4235,Chicago,nan,272108,2.55,"President, Librarian",-2741777,72.96,785438,73279981,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",1580768,78.13,0,7197943,IL,4948400
7053,100,547457,New Yorkers For Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9295,New York,nan,147156,5.67,Executive Director,2169166,72.1,459766,6860806,Human Services : Children's and Family Services ,-193582,80.27,0,1587879,NY,4939851
7054,89,211426,New York State Sheriffs' Association Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8868,Albany,nan,126780,8.18,Director,94276,51.78,306717,-124841,Human Services : Multipurpose Human Service Organizations ,10217,65.02,0,1030799,NY,1575062
7055,93,488828,New York Society for the Prevention of Cruelty to Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15628,New York,nan,190847,5.79,Executive Director,-457842,84.81,401394,21787930,"Human Services : Youth Development, Shelter, and Crisis Services ",1086158,88.17,0,2402968,NY,1524163
7056,85,572677,New York Studio School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8931,New York,nan,152004,6.43,Dean,149242,73.67,184280,4305973,Education : Youth Education Programs and Services ,136925,78.57,0,1603829,NY,1347316
7057,97,38809388,The New York Public Library,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4550,New York,nan,723659,0.21,President & CEO,-35356990,88.24,11147735,1263731441,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",37617638,91.41,0,285247739,NY,258889085
7058,96,956175,New York Restoration Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6586,New York,nan,270254,3.72,Executive Director,657961,73.47,1047508,16675388,"Environment : Botanical Gardens, Parks, and Nature Centers ",-326365,81.02,0,5260499,NY,8248508
7059,96,5635845,New York Public Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4749,New York,CN Advisory: Low Concern,768485,0.94,"President, CEO",-749435,89.37,17364743,91365501,"Arts, Culture, Humanities : Public Broadcasting and Media ",-278151,91.96,0,58015999,NY,65706155
7060,89,9341157,New York Road Runners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13314,New York,nan,405837,0.53,"President, CEO",4946159,86.89,869130,30453437,Human Services : Multipurpose Human Service Organizations ,4678615,87.89,0,65529324,NY,30018779
7061,85,15492163,New York Philharmonic,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4326,New York,nan,,,nan,23174543,82.01,4679333,213216102,"Arts, Culture, Humanities : Performing Arts ",-4395134,83.43,0,56559890,NY,78335791
7062,81,694896,New York Live Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6762,New York,nan,83077,1.27,"Executive Director, CEO",-1145945,79.85,650983,6831078,"Arts, Culture, Humanities : Performing Arts ",104998,80.41,0,5163333,NY,3457731
7063,96,576458,New York Lawyers for the Public Interest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16039,New York,nan,193969,4.47,Executive Director,-306232,83.77,372889,6029500,Human and Civil Rights : Advocacy and Education ,44425,88.18,0,3384635,NY,3785529
7064,89,128453,The New York Pops,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14826,New York,nan,96335,4.21,Executive Director,14808,79.67,433451,529146,"Arts, Culture, Humanities : Performing Arts ",14881,83.65,0,1721272,NY,1462048
7065,82,2849095,New York Legal Assistance Group Incorporated,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17572,New York,nan,194844,0.81,President & Attorney-In-Charge,1195285,97.5,504217,15801716,Human and Civil Rights : Advocacy and Education ,1625905,87.14,0,20661460,NY,23392652
7066,59,220625,New York Public Interest Research Group Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8835,New York,nan,73647,2.4,Executive Director,292873,74.6,312836,348592,Research and Public Policy : Social and Public Policy Research ,120194,65.89,0,2533259,NY,3071926
7067,93,305587,Music For Life Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9860,Bellingham,nan,,,President,46849,80,6501,260879,International : Development and Relief Services ,0,85.01,0,2019339,WA,1514922
7068,85,566640,Music Conservatory of Westchester,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8854,White Plains,nan,100000,3.47,Executive Director,22711,61.32,304240,4621421,Education : Youth Education Programs and Services ,236578,70.66,0,2004279,NY,526473
7069,96,707964,Music Academy of the West,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6451,Santa Barbara,nan,249990,2.7,"President, CEO",8874697,89.45,1019503,76226097,Education : Youth Education Programs and Services ,1479094,92.02,0,7510830,CA,15487169
7070,89,629681,Music Center Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5146,Los Angeles,nan,315048,3.89,President,-1174027,87.22,552395,165647532,"Arts, Culture, Humanities : Performing Arts , ",3423674,88.07,0,6911832,CA,3496207
7071,85,1580979,Museum of Wisconsin Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15764,West Bend,nan,145000,7.09,Executive Director,90658,0,44404,10668038,"Arts, Culture, Humanities : Museums ",87740,28.49,0,417211,WI,1776811
7072,81,415051,Museum of Ventura County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15994,Ventura,nan,107385,6.33,CEO,-262175,74.78,238948,9203764,"Arts, Culture, Humanities : Museums ",478372,77.67,0,1041499,CA,728790
7073,96,3628115,Music Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6455,Los Angeles,nan,172108,0.33,President,2436186,73.57,2464549,43501134,"Arts, Culture, Humanities : Performing Arts ",6243533,81.09,0,44903808,CA,9766317
7074,97,549731,Museum of the Shenandoah Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9582,Winchester,nan,136152,2.44,Executive Director,-603052,94.73,375371,30689068,"Arts, Culture, Humanities : Museums ",247261,95.71,0,4643154,VA,4435091
7075,93,1492538,Museum of the City of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5992,New York,nan,429531,2.38,"President, Director",-609950,93.84,1994693,56836762,"Arts, Culture, Humanities : Museums ",1038580,93.4,0,14524070,NY,14466594
7076,88,905468,Museum of the Moving Image,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6706,Astoria,nan,270769,3.71,Executive Director,-465057,80.51,487076,5225000,"Arts, Culture, Humanities : Museums ",541433,83.81,0,5905141,NY,5016497
7077,81,626741,The Museum of the African Diaspora,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15988,San Francisco,nan,178125,6.1,Executive Director,-539405,65.48,944070,9787755,"Arts, Culture, Humanities : Museums ",171073,72.13,0,1348174,CA,2086453
7078,85,226676,Museum of South Texas History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9076,Edinburg,nan,75768,4.41,Executive Director,-90456,91.81,144158,12150812,"Arts, Culture, Humanities : Museums ",164412,87.91,0,1345715,TX,1297703
7079,96,11217111,"Museum of Science and Industry, Chicago",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4141,Chicago,nan,648458,1,President,-4298465,79.66,5926029,205798351,"Arts, Culture, Humanities : Museums ",8833879,85.34,0,47247333,IL,33285080
7080,93,6256040,Museum of Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4140,Boston,nan,524376,0.86,President And Director,-4733861,85.38,5749050,213051596,"Arts, Culture, Humanities : Museums ",7580647,88.53,0,48697159,MA,21661089
7081,89,281543,Museum of Photographic Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15996,San Diego,nan,168867,6.7,Executive Director,-711668,97.5,78850,3747198,"Arts, Culture, Humanities : Museums ",-63378,92.02,0,2157957,CA,1606130
7082,93,38708024,The Museum of Modern Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4139,New York,nan,1214629,0.48,Director,159393559,87.94,14028407,1413882132,"Arts, Culture, Humanities : Museums ",72625522,90.13,0,196278442,NY,301824589
7083,89,808132,Museum of Glass,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7910,Tacoma,nan,136877,3.01,Artistic Director,446139,77.43,601088,24334644,"Arts, Culture, Humanities : Museums ",568946,82.24,0,3129474,WA,3429767
7084,89,2975672,Museum of Flight,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6407,Seattle,nan,448910,1.88,President and CEO,19491543,95.8,2462393,251469138,"Arts, Culture, Humanities : Museums ",1695577,91.67,0,18329303,WA,33880992
7085,81,1036209,Museum of Jewish Heritage - A Living Memorial to the Holocaust,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3203,New York,nan,291170,2.48,Director Of Museum,-809764,76.34,1363119,50229558,"Arts, Culture, Humanities : Museums ",941672,78.54,0,9322745,NY,9647634
7086,89,763590,Museum of Latin American Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9201,Long Beach,nan,196923,5.31,President & CEO,-1146939,85.24,200457,37672903,"Arts, Culture, Humanities : Museums ",926266,86.98,0,2743818,CA,1230797
7087,85,21360176,"Museum of Fine Arts, Boston",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4137,Boston,nan,1517971,1.06,Director,-29689732,87.65,5600854,907996200,"Arts, Culture, Humanities : Museums ",32279432,86.26,0,115988560,MA,49185691
7088,84,13892814,"The Museum of Fine Arts, Houston",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4138,Houston,nan,893911,0.81,Director,17257221,99.81,3539434,1495557924,"Arts, Culture, Humanities : Museums ",63131839,88.68,0,91834885,TX,54001910
7089,96,290511,Museum of New Mexico Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10655,Santa Fe,nan,180880,3.4,"President, CEO",-255722,97.99,62228,24781877,"Arts, Culture, Humanities : Museums , ",840020,96.83,0,4955836,NM,4212833
7090,82,799753,Museum of Discovery and Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8688,Fort Lauderdale,nan,271026,3.08,"President, CEO",-203013,90.44,376874,30368725,"Arts, Culture, Humanities : Museums ",417103,85.58,0,7597435,FL,3237630
7091,81,469164,Museum of Craft and Design,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15819,San Francisco,nan,150000,8.38,Executive Director,-290999,81.56,210510,3580089,"Arts, Culture, Humanities : Museums ",-36486,81.27,0,1109660,CA,1334216
7092,85,557949,Museum of Discovery,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13447,Little Rock,nan,127298,3.06,Chief Executive Officer,-1634542,81.68,322438,9232006,"Arts, Culture, Humanities : Museums ",49277,83.25,0,3275135,AR,1140318
7093,89,3852817,"The Museum of Contemporary Art, Los Angeles",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5867,Los Angeles,nan,708254,3.9,Director,3907401,81.69,1651391,143467278,"Arts, Culture, Humanities : Museums ",1932208,84.89,0,12627039,CA,18564552
7094,89,3255255,"Museum of Contemporary Art, Chicago",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5282,Chicago,nan,482102,2.19,Chief Executive Officer,4517438,89.19,2393485,143397360,"Arts, Culture, Humanities : Museums ",4326573,89.09,0,16273533,IL,20561734
7095,92,2160454,Museum of Contemporary Art San Diego,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4136,La Jolla,nan,416306,4.7,CEO,4523561,87.6,386216,70493404,"Arts, Culture, Humanities : Museums ",1499671,89.56,0,6299094,CA,11419941
7096,81,457080,The Museum of Chinese in America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14044,New York,nan,198865,5.93,Executive Director,-1303543,79.05,519491,3670282,"Arts, Culture, Humanities : Museums ",-117287,80,0,2371448,NY,1798890
7097,85,37212,Museum of Arts & Sciences,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6307,Daytona Beach,nan,197857,5.17,Executive Director,-375940,100,348111,62269480,"Arts, Culture, Humanities : Museums ",488416,89.39,0,3437023,FL,2382655
7098,81,363928,Museum of Contemporary Art Denver,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10533,Denver,nan,201862,5.86,Executive Director,-216180,77.54,508233,13456738,"Arts, Culture, Humanities : Museums ",452053,79.19,0,2567044,CO,2244258
7099,85,381638,Museum of Danish America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15325,Elk Horn,nan,93500,6.68,Executive Director,24609,88.54,125519,9018828,"Arts, Culture, Humanities : Museums ",181080,86.65,0,892332,IA,1196005
7100,89,387530,Museum of Arts and Sciences,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13335,Macon,nan,69064,5.22,Executive Director,-26630,75.86,78917,6673257,"Arts, Culture, Humanities : Museums ",176802,81.24,0,856590,GA,874406
7101,100,550453,Museum of Aviation at Robins AFB Georgia Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14895,Warner Robins,nan,6081,0.28,"President, CEO",1812632,65.96,219203,93730,"Arts, Culture, Humanities : Museums ",2259938,75.93,0,1364089,GA,1686439
7102,100,2636795,The New-York Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6484,New York,nan,494731,1.43,"President, CEO",1132551,92.47,2437148,136006687,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",2664904,94.67,0,29407697,NY,29059900
7103,92,757514,New York City Police Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8514,New York,nan,226840,3.03,"President, CEO",474053,88.68,424780,12067138,Human Services : Multipurpose Human Service Organizations ,646692,90.19,0,6280040,NY,7289695
7104,100,331244,New York City Relief/The Relief Bus,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14344,Elizabeth,nan,170300,6.59,President,-168726,89.9,346168,849523,Human Services : Homeless Services ,260,92.85,0,1902981,NJ,2314801
7105,100,539561,New York Common Pantry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8597,New York,nan,201161,2.56,Executive Director,886144,100,410304,6611083,Human Services : Social Services ,-5360,100,0,6883225,NY,8724594
7106,93,6073709,New York City Ballet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4228,New York,nan,495802,0.6,Executive Director,4823358,92.5,4247336,191069963,"Arts, Culture, Humanities : Performing Arts ",7720483,92.74,0,71070238,NY,30743395
7107,89,649913,New York City Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5015,New York,nan,103133,1.78,Chief Executive Officer,-686770,74.65,1315368,11034021,Human Services : Homeless Services ,1545,80.46,0,3817415,NY,5094381
7108,90,1244708,Museum of Arts & Design,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6749,New York,nan,293338,2.38,Director,-391668,83.69,1521960,87446554,"Arts, Culture, Humanities : Museums ",4593412,86.47,0,9515965,NY,6303011
7109,97,769984,New York Cares,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10013,New York,nan,268163,2.46,Executive Director,721427,85.65,984758,6145122,Human Services : Multipurpose Human Service Organizations ,225428,89.63,0,9117776,NY,11294490
7110,93,8858769,The New York Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4227,Bronx,nan,676572,0.83,President,162108,88.17,7124434,447629136,"Environment : Botanical Gardens, Parks, and Nature Centers ",17009063,90.28,0,65416472,NY,44359093
7111,96,4145392,New York Academy of Sciences,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6720,New York,nan,384920,1.72,President,2800028,83.72,2519003,17587642,Research and Public Policy : Non-Medical Science & Technology Research ,42584,88.14,0,15698090,NY,21461236
7112,96,1987059,New World Symphony,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5586,Miami Beach,nan,240930,1.22,"President, CEO",-8932208,85.4,1561670,229562794,"Arts, Culture, Humanities : Performing Arts ",-894665,89.29,0,16041333,FL,9663183
7113,96,5309852,New York Academy of Medicine,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4226,New York,nan,490138,2.71,President,-6958476,75.05,719560,81489430,Health : Medical Research ,2832592,82.13,0,11998132,NY,6394835
7114,62,231498,New West Symphony Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15941,Thousand Oaks,nan,,,nan,48200,62.41,456689,-259234,"Arts, Culture, Humanities : Performing Arts ",275102,62.2,0,1825013,CA,1706847
7115,89,876845,The New World Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7759,New York,nan,295900,1.67,President,-10683768,97.5,145311,33316393,Human and Civil Rights : Advocacy and Education ,584927,92.02,0,16592213,NY,5912978
7116,89,590003,The New York City Gay & Lesbian Anti-Violence Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8810,New York,nan,30145,0.95,Executive Director,-71328,76.37,333336,510060,Human and Civil Rights : Advocacy and Education ,-24847,81.56,0,2233751,NY,3070681
7117,85,2442920,New York City Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6005,New York,nan,393344,1.94,"President, CEO",584503,91.09,1890396,43504673,"Arts, Culture, Humanities : Performing Arts ",851991,87.66,0,15852073,NY,10570734
7118,89,2425117,New York Hall of Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4913,Corona,nan,368968,1.68,"President, CEO",541081,87.68,3142613,68203832,"Arts, Culture, Humanities : Museums ",843022,88.32,0,16377429,NY,18373199
7119,100,2717504,New Visions for Public Schools,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4225,New York,nan,300000,1.14,"VP of School Support, President",11913886,91.67,620794,48202379,Education : Education Policy and Reform ,1206557,94.1,0,22889954,NY,33185453
7120,89,2561164,New Profit,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8099,Boston,nan,379795,1.43,Founder and CEO,12885953,87.62,726592,54807007,"Education : Education Policy and Reform , ",297397,88.28,0,23093719,MA,38960652
7121,89,3788291,New Teacher Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17116,Santa Cruz,nan,282376,0.73,Chief Executive Officer,-3510190,92.47,1962909,18666634,Education : Education Policy and Reform ,29227,90.57,0,32852476,CA,24274915
7122,100,137963,New Pathways for Youth,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11657,Phoenix,nan,107976,7.67,Chief Executive Officer,174002,76.27,264872,1162687,"Human Services : Youth Development, Shelter, and Crisis Services ",612,83.22,0,1003427,AZ,1579652
7123,96,63366,The New Path,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15114,Tipp City,nan,69577,3.53,Executive Director,-61841,82.5,31531,636634,Human Services : Social Services ,292142,87.3,0,1871549,OH,1612463
7124,97,26088155,New York Community Trust,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4231,New York,nan,862122,0.37,President,-5549356,96.3,1584397,2499183423,Community Development : Community Foundations ,98066966,96.63,0,200481186,NY,124537416
7125,85,259483,New Orleans Opera Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11635,New Orleans,nan,99615,4.52,Artistic Director,72809,86.65,42643,1783908,"Arts, Culture, Humanities : Performing Arts ",137386,85.8,0,1899338,LA,1337341
7126,93,2460892,New Orleans Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5649,New Orleans,nan,367238,4.51,Executive Director,2544104,82.78,1305611,60147268,"Arts, Culture, Humanities : Museums ",3426114,86.85,0,4370666,LA,6174925
7127,66,325117,New Orleans Ballet Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13656,New Orleans,nan,104000,5.02,Executive Director,-31416,89.99,188997,3187189,"Arts, Culture, Humanities : Performing Arts ",2811,74.93,0,1555480,LA,1550106
7128,78,207525,New Music USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13942,New York,nan,134484,5.01,"President, CEO",702302,88.8,385856,18588551,"Arts, Culture, Humanities : Performing Arts ",488503,82.54,0,2088981,NY,2896161
7129,78,931233,New Museum of Contemporary Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15631,New York,nan,722450,4.77,Director,23067568,91.25,1759948,79996372,"Arts, Culture, Humanities : Museums ",-77959,83.25,0,12452651,NY,35924901
7130,92,465410,New Orleans Area Habitat for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9938,New Orleans,nan,107145,0.81,Executive Director,-7855208,97.5,411078,19533969,Community Development : Housing and Neighborhood Development ,1587704,94.07,0,12312724,LA,3460913
7131,82,419516,Museum of African American History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15567,Boston,nan,25500,1.34,Interim Executive Director,216524,87.55,66412,14215187,"Arts, Culture, Humanities : Museums ",7227,84.52,0,1403923,MA,1924904
7132,89,179074,New Orleans Police and Justice Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8702,Metairie,nan,105277,5.08,"President, CEO",-121347,96.24,78906,1288752,Human Services : Multipurpose Human Service Organizations ,139553,91.77,0,1814337,LA,1811417
7133,89,392688,Museum of American Finance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16351,New York,nan,210000,4.52,"President, CEO",235623,79.53,367128,3100077,"Arts, Culture, Humanities : Museums ",158561,83.56,0,3876827,NY,4390775
7134,92,94720,New Moms,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15282,Chicago,nan,117969,4.78,"President, CEO",570718,89.16,26193,3594222,Human Services : Children's and Family Services ,191735,90.47,0,2343350,IL,2599787
7135,96,1364921,The Municipal Art Society of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13102,New York,nan,193755,3.52,Executive Director,-1049858,69.4,762494,11038527,Community Development : Housing and Neighborhood Development ,2399358,78.17,0,3370516,NY,1861308
7136,93,606831,Multiple Sclerosis Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5584,Fort Lauderdale,nan,132592,1.69,Co-Executive Director,-187636,69.67,1726715,5499015,"Health : Diseases, Disorders, and Disciplines ",76463,77.98,0,5471250,FL,7540697
7137,85,447342,Muncie Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11030,Muncie,nan,86918,5.22,Executive Director,-339246,69.89,211238,6007803,Human Services : Homeless Services ,402596,76.21,0,1006016,IN,813416
7138,96,857744,Multiple Sclerosis Association of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11332,Cherry Hill,nan,502170,4.83,"President, CEO",-2598445,58.02,3801717,8679070,"Health : Patient and Family Support ,This rating represents consolidated financial data for these organizations:",431375,70.18,0,5737219,NJ,7234394
7139,81,324305,Multidisciplinary Association for Psychedelic Studies,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10675,Santa Cruz,nan,76605,3.11,President,3024945,89.45,349390,12729606,Health : Medical Research ,98449,84.63,0,1781880,CA,5236842
7140,81,176731,Mujeres Unidas Y Activas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17210,San Francisco,nan,61537,2.56,Co-Director,-580339,93.91,176458,1714877,Human and Civil Rights : Advocacy and Education ,1940,85.89,0,2047417,CA,1768754
7141,92,12489268,Muscular Dystrophy Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4134,Chicago,nan,508871,0.42,President & CEO,5226750,64.21,20626747,8419763,"Health : Diseases, Disorders, and Disciplines ",4103353,74.06,0,87695051,IL,121934463
7142,97,613116,The Multiple Myeloma Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6521,Norwalk,nan,434464,1.46,President,-741463,90,3703169,16938766,Health : Medical Research ,-3374907,92.61,0,25321587,CT,29215754
7143,100,494348,Muhammad Ali Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7871,Louisville,nan,223092,4.23,President/CEO,-336874,86.65,645463,33766213,"Arts, Culture, Humanities : Museums ",1010080,90.56,0,4127290,KY,3446257
7144,100,39023,Mujeres Latinas en Acción,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9156,Chicago,nan,118684,4.31,Executive Director,-164099,80,211851,1741486,Human Services : Children's and Family Services ,87317,85.85,0,2497092,IL,2496550
7145,93,5420900,MSPCA-Angell,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4058,Boston,nan,494995,0.81,Chief Executive Officer,4507938,87.5,2702871,93386137,"Animals : Animal Rights, Welfare, and Services ",3545264,89.86,0,52849265,MA,18348320
7146,97,1542963,Ms. Foundation for Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5138,Brooklyn,nan,237012,3.25,"President, CEO",-308980,74.57,839061,39303615,Human and Civil Rights : Advocacy and Education ,4010860,81.89,0,4894083,NY,2956267
7147,100,194811,The Mr. Holland's Opus Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8038,Studio City,nan,120000,6.33,"President, CEO",-572791,94.07,120911,1112742,"Education : Youth Education Programs and Services , ",8043,95.8,0,1579292,CA,1314180
7148,96,462769,The Moyer Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9204,Philadelphia,nan,200000,7.09,Chief Executive Officer,837311,88.12,339851,4327167,Human Services : Children's and Family Services ,201550,91.13,0,2016775,PA,3455156
7149,93,190647,MPN Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11557,Chicago,nan,90833,6.57,Executive Director,22075,75.3,182517,1476041,"Health : Medical Research , ",11994,81.84,0,1009115,IL,1392360
7150,77,1865191,Mozilla Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16300,Mountain View,nan,170699,1.11,Executive Director,4191749,96.18,1171841,31023584,Education : Adult Education Programs and Services ,510135,83.51,0,12230106,CA,12429238
7151,85,206936,Moving Traditions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14148,Jenkintown,nan,143000,6.24,Chief Executive Officer,500744,93.97,197051,1467039,Religion : Religious Activities ,2466,88.56,0,1886302,PA,2691425
